Text,色情,冒犯,政治,犯罪,禁用語,外部連結
www.v989.com,0.0,0.0,0.0,0.0,0.0,1.0
www.v8ke.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.v3338.com,0.0,0.0,0.0,0.0,0.0,1.0
www.v2ke.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.v232.com,0.0,0.0,0.0,0.0,0.0,1.0
www.v2233.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uznylsf.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uyghurpc.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uxsavofjux.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uvviewsoft.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uugoal.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uu77.info,0.0,0.0,0.0,0.0,0.0,1.0
www.uu500.com,0.0,0.0,0.0,0.0,0.0,1.0
www.utt-sina.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.utsino.com,0.0,0.0,0.0,0.0,0.0,1.0
www.utg-sina.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ut-sina.com,0.0,0.0,0.0,0.0,0.0,1.0
www.usmpvirtual.edu.pe,0.0,0.0,0.0,0.0,0.0,1.0
www.usenet4all.ch,0.0,0.0,0.0,0.0,0.0,1.0
www.usahao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.usagene.com,0.0,0.0,0.0,0.0,0.0,1.0
www.usa-yabao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.us366.com,0.0,0.0,0.0,0.0,0.0,1.0
www.us100tv.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ursagates.co.uk,0.0,0.0,0.0,0.0,0.0,1.0
www.upcomd.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uoxz.info,0.0,0.0,0.0,0.0,0.0,1.0
www.unzjs.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uk554.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uiouyu.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ui-wow.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uhnjid.co.cc,0.0,0.0,0.0,0.0,0.0,1.0
www.ugcn.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uee8.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.uebcixbagd.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ucuc.cc,0.0,0.0,0.0,0.0,0.0,1.0
www.ucsanya.com,0.0,0.0,0.0,0.0,0.0,1.0
www.uabbs.net,0.0,0.0,0.0,0.0,0.0,1.0
www.u88.com,0.0,0.0,0.0,0.0,0.0,1.0
www.u88.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.u87.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tywjj.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tytzz.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tyjtyh.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ty.zstu.edu.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.txviq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.txtxz.com,0.0,0.0,0.0,0.0,0.0,1.0
www.txsm888.com,0.0,0.0,0.0,0.0,0.0,1.0
www.txqqyw.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.txqq7.com,0.0,0.0,0.0,0.0,0.0,1.0
www.txqq2009vipx.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.txqq100000-vip.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.txqq-009.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.txhtjy.com,0.0,0.0,0.0,0.0,0.0,1.0
www.txfdqq.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tx138.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tx-qq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.twqvod.com,0.0,0.0,0.0,0.0,0.0,1.0
www.twin-2009.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tw7890.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tw789.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tw18.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tw066.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tvfans8.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tvbys.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tv5168.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tv190.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tv-qq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.turthf.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.turksex.co,0.0,0.0,0.0,0.0,0.0,1.0
www.turkiyegb.com,0.0,0.0,0.0,0.0,0.0,1.0
www.turkeyinworld.ru,0.0,0.0,0.0,0.0,0.0,1.0
www.turbochargedsoul.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tul.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tukuba.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tuku99.cn/gov,0.0,0.0,0.0,0.0,0.0,1.0
www.tujttt.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tudou868.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tudoesportes.com.br,0.0,0.0,0.0,0.0,0.0,1.0
www.tubnaqid.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tubeblasterpro.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tube1820.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu58123.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu5077.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu4849.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu456.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu4545.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu4141.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tu10000.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tu04.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ttzhibo.net,0.0,0.0,0.0,0.0,0.0,1.0
www.ttxhh.net,0.0,0.0,0.0,0.0,0.0,1.0
www.ttwd.net,0.0,0.0,0.0,0.0,0.0,1.0
www.ttt258.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ttsou.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tts8.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ttqsw.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ttbt.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tt9898.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tt-shenqi.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tsts168.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tskscn.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tsinghua-lx.org,0.0,0.0,0.0,0.0,0.0,1.0
www.tse99.info,0.0,0.0,0.0,0.0,0.0,1.0
www.ts787.com,0.0,0.0,0.0,0.0,0.0,1.0
www.troi.gen.in,0.0,0.0,0.0,0.0,0.0,1.0
www.trizz.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tribunarecife.com.br,0.0,0.0,0.0,0.0,0.0,1.0
www.trenublo.com,0.0,0.0,0.0,0.0,0.0,1.0
www.trendmicor.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.trdftygo.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tq-88.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.towwg.com,0.0,0.0,0.0,0.0,0.0,1.0
www.toushi360.com,0.0,0.0,0.0,0.0,0.0,1.0
www.totalaccessporn.com,0.0,0.0,0.0,0.0,0.0,1.0
www.topadult10.com,0.0,0.0,0.0,0.0,0.0,1.0
www.top12.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.top000.com,0.0,0.0,0.0,0.0,0.0,1.0
www.toomore.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tonhaobilolao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tongxue.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tongruicn.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tongrentanghk.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tomaer.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tmlm.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tmaoint.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tm7749.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tm3721.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tm05.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tlwg5.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tlwg.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tlshs.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tk88888888.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tk718.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tk49.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tk003.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tiysoft.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tivalley.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tiu3.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tipoint.co.kr,0.0,0.0,0.0,0.0,0.0,1.0
www.tiomrcash.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tingtingjidi.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tingting2.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ting163.com,0.0,0.0,0.0,0.0,0.0,1.0
www.timeforfuck.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ticket365.co.kr,0.0,0.0,0.0,0.0,0.0,1.0
www.ticai678.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tiavastube.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tianyangdq.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tiansha.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tianqiyubao.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tiankongse.tk,0.0,0.0,0.0,0.0,0.0,1.0
www.tianheby.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tianfuhuoguo.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tiandigp.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tiancheng365.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.thestop.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.thedefend.com,0.0,0.0,0.0,0.0,0.0,1.0
www.th16388.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tex188.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tevnet.org,0.0,0.0,0.0,0.0,0.0,1.0
www.terea.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tepgrp.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tengxun4g2010.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tengxun-2009qq.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tencentc.tk,0.0,0.0,0.0,0.0,0.0,1.0
www.tencenl.in,0.0,0.0,0.0,0.0,0.0,1.0
www.teipay.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.teendre.com,0.0,0.0,0.0,0.0,0.0,1.0
www.techlistings.net,0.0,0.0,0.0,0.0,0.0,1.0
www.tc669.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tc2000.com.ar,0.0,0.0,0.0,0.0,0.0,1.0
www.tbksw.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tbaae.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tb0102-vip.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tb-vip.net.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tax-qq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tatarstan.ws,0.0,0.0,0.0,0.0,0.0,1.0
www.taozuoxuan.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taozhi.cc,0.0,0.0,0.0,0.0,0.0,1.0
www.taotaob.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taosebb.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taocao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaozy.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaoot.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaoos.com,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaoonet.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaodvk.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaodanbao.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaobed.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.taobaoa.us,0.0,0.0,0.0,0.0,0.0,1.0
www.taobao359009580.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tao368.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tanwinjiwr.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tans6.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.tangshan.gov.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.talkio.com,0.0,0.0,0.0,0.0,0.0,1.0
www.tab3w.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.taabao.in,0.0,0.0,0.0,0.0,0.0,1.0
www.t888666.com,0.0,0.0,0.0,0.0,0.0,1.0
www.t7t7.net,0.0,0.0,0.0,0.0,0.0,1.0
www.t7hhhh.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.t1195.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.t00ls.org,0.0,0.0,0.0,0.0,0.0,1.0
www.t-softtemplates.com,0.0,0.0,0.0,0.0,0.0,1.0
www.szyjzj.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.szsjhb.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sznylsf.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.szlay.com,0.0,0.0,0.0,0.0,0.0,1.0
www.szjyjg.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.szhwlgz110.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.szhi0121.com,0.0,0.0,0.0,0.0,0.0,1.0
www.szhc555.com,0.0,0.0,0.0,0.0,0.0,1.0
www.szbzkzgs.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sz968.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sz-keli.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.systemalkh.com.br,0.0,0.0,0.0,0.0,0.0,1.0
www.system-files.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sysetv.com,0.0,0.0,0.0,0.0,0.0,1.0
www.syk6.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sy3333333.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sy1816.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sxtz.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sxky.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sxgxjy.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sxac.com,0.0,0.0,0.0,0.0,0.0,1.0
www.suppadw.com,0.0,0.0,0.0,0.0,0.0,1.0
www.superobamaonline.com,0.0,0.0,0.0,0.0,0.0,1.0
www.superdns.in,0.0,0.0,0.0,0.0,0.0,1.0
www.stourismbangladesh.com,0.0,0.0,0.0,0.0,0.0,1.0
www.stbzq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.stbyzq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.statelinefastpitch.com,0.0,0.0,0.0,0.0,0.0,1.0
www.startor.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.starmobel.ro,0.0,0.0,0.0,0.0,0.0,1.0
www.starfutures.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sssseeee.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq999.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq886.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq868.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq585.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq010.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq007.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssq001.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sslepay.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sshsex.info,0.0,0.0,0.0,0.0,0.0,1.0
www.ssh1688.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssee88.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sseae.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssdyw.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ssdao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ss53ss.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ss52ss.net,0.0,0.0,0.0,0.0,0.0,1.0
www.ss52ss.com,0.0,0.0,0.0,0.0,0.0,1.0
www.ss320.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ss256.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.ss209.com,0.0,0.0,0.0,0.0,0.0,1.0
www.srs.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sres-whu-edu.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sqwyt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sqwyt.cc,0.0,0.0,0.0,0.0,0.0,1.0
www.sqwyl.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sqwuyt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sqq1.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sq5yt.info,0.0,0.0,0.0,0.0,0.0,1.0
www.spyware-fighter.com,0.0,0.0,0.0,0.0,0.0,1.0
www.spydajaba.com,0.0,0.0,0.0,0.0,0.0,1.0
www.spsonica.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sporttoday.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sportsbay.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.splts.com,0.0,0.0,0.0,0.0,0.0,1.0
www.spliaotian.com,0.0,0.0,0.0,0.0,0.0,1.0
www.splendid-ol.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.spjiaoyou.com,0.0,0.0,0.0,0.0,0.0,1.0
www.spearfishrealty.com,0.0,0.0,0.0,0.0,0.0,1.0
www.spafeixin.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.spaecsina.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sp99123.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sp666666.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sowang123.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sowang123.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sourmath.on.nimp.org,0.0,0.0,0.0,0.0,0.0,1.0
www.sounet-vip.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sosonv.com,0.0,0.0,0.0,0.0,0.0,1.0
www.soongin.org,0.0,0.0,0.0,0.0,0.0,1.0
www.sonyu9u8.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sohusw4.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sohukio.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sohucrt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sohu12333333.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sohu.com.blog.seqing.sdjzw.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sohu.com.blog.seqing.mobile-bpm.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sohbetsensin.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sogouliulanqi.com,0.0,0.0,0.0,0.0,0.0,1.0
www.softii.com,0.0,0.0,0.0,0.0,0.0,1.0
www.softgx.com,0.0,0.0,0.0,0.0,0.0,1.0
www.socks5service.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.soccer9you.com,0.0,0.0,0.0,0.0,0.0,1.0
www.soasnovas.com,0.0,0.0,0.0,0.0,0.0,1.0
www.soasnovas-radioplay.com,0.0,0.0,0.0,0.0,0.0,1.0
www.so8.zj.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.so11.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sndacn.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.smx.nu,0.0,0.0,0.0,0.0,0.0,1.0
www.smtsd.com,0.0,0.0,0.0,0.0,0.0,1.0
www.smsyzx.org,0.0,0.0,0.0,0.0,0.0,1.0
www.smmmo.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.smdian.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.smashingapps.com,0.0,0.0,0.0,0.0,0.0,1.0
www.smadav.net,0.0,0.0,0.0,0.0,0.0,1.0
www.slyvideos.com,0.0,0.0,0.0,0.0,0.0,1.0
www.slwyt.org.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.slwyt.info,0.0,0.0,0.0,0.0,0.0,1.0
www.slwyt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.slllj4.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.slll4j.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll9860.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll9621.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll9026.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll9012.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll8625.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll7822.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll6890.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll4lj.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll4362.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll2468.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sll1209.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sl4llj.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.skyxo.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.skywebsv.com,0.0,0.0,0.0,0.0,0.0,1.0
www.skydh.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.skyc3.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sksk.us,0.0,0.0,0.0,0.0,0.0,1.0
www.sk50.net,0.0,0.0,0.0,0.0,0.0,1.0
www.sjjt777.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sj899.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.six555.com,0.0,0.0,0.0,0.0,0.0,1.0
www.six49.com,0.0,0.0,0.0,0.0,0.0,1.0
www.siwamm.net.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sinoware.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sinocare.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sinditec.com.br,0.0,0.0,0.0,0.0,0.0,1.0
www.sinaxnq.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sinasj9.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sinap4k.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sinaj29.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sina5io.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sina.com.cn-v-dianying-mianfeijiqing.sina-cn.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sina-utg.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sikis19.net,0.0,0.0,0.0,0.0,0.0,1.0
www.siisw.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.siiso.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.siisc.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.siiml.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sibrtyue.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shwggs.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shuwo.info,0.0,0.0,0.0,0.0,0.0,1.0
www.shuma1997.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shufa.net.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shuazuanji.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shu1.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shsmg.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shsh3.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shqianwang.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shoujiqianming.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shouji56.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shoptvandmore.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shopccc.net,0.0,0.0,0.0,0.0,0.0,1.0
www.shmhxy.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shjj88.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shiping8.info,0.0,0.0,0.0,0.0,0.0,1.0
www.shipin39.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shhdyb.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.shenguichuanqi-waigua.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.she58.com,0.0,0.0,0.0,0.0,0.0,1.0
www.she48.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shanpao.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shanhuopu.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shangcheng.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shangav.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shandaren.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shaimokale.com,0.0,0.0,0.0,0.0,0.0,1.0
www.shagua.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sh588.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sh-tz.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sh-jiexing.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sgtjj.gov.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sgcqwm.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sg4s.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sg2678.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sg2321.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sg2028.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sftcp.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sfooooo.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sfnnn.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sfjianshe.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sfc008.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sf766.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sf766.com.cn,0.0,0.0,0.0,0.0,0.0,1.0
www.sezse.info,0.0,0.0,0.0,0.0,0.0,1.0
www.sezhongse8.net,0.0,0.0,0.0,0.0,0.0,1.0
www.seyou.co.cc,0.0,0.0,0.0,0.0,0.0,1.0
www.sexxse.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sexwyt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sexwyt.com,0.0,0.0,0.0,0.0,0.0,1.0
www.sexwolf.org,0.0,0.0,0.0,0.0,0.0,1.0
www.sexurl.biz,0.0,0.0,0.0,0.0,0.0,1.0
www.sexonlineaovivo.com.br,0.0,0.0,0.0,0.0,0.0,1.0
